ensembl_gene_id	description	gene_biotype	hgnc_symbol	chromosome_name	start_position	end_position	strand	nj	nSNV	nSamples	p.value	exp	nTotSamples	nREs	nNonPromoters	nPromoters
ENSG00000165209	spermatid perinuclear RNA binding protein [Source:HGNC Symbol;Acc:16462]	protein_coding	STRBP	9	125871779	126030855	-1	6545	8	8	0.876829131903795	11	107	4	1	3
ENSG00000165215	claudin 3 [Source:HGNC Symbol;Acc:2045]	protein_coding	CLDN3	7	73183328	73184600	-1	25663	64	32	0.460261528541563	31	107	2	2	1
ENSG00000165238	WNK lysine deficient protein kinase 2 [Source:HGNC Symbol;Acc:14542]	protein_coding	WNK2	9	95947198	96082854	1	13700	27	19	0.646972696584163	20	107	9	1	8
ENSG00000165272	aquaporin 3 (Gill blood group) [Source:HGNC Symbol;Acc:636]	protein_coding	AQP3	9	33441152	33447609	-1	14384	29	17	0.878560753677038	21	107	3	3	2
ENSG00000165304	maternal embryonic leucine zipper kinase [Source:HGNC Symbol;Acc:16870]	protein_coding	MELK	9	36572859	36677678	1	2677	7	7	0.196542178851757	5	107	1	1	1
ENSG00000165309	armadillo repeat containing 3 [Source:HGNC Symbol;Acc:30964]	protein_coding	ARMC3	10	23216953	23326518	1	4889	13	10	0.317103095443439	8	107	4	1	4
ENSG00000165376	claudin 2 [Source:HGNC Symbol;Acc:2041]	protein_coding	CLDN2	X	106143394	106174091	1	4404	7	5	0.896322552571211	7	107	3	1	2
ENSG00000165434	phosphoglucomutase 2-like 1 [Source:HGNC Symbol;Acc:20898]	protein_coding	PGM2L1	11	74041363	74109518	-1	4080	9	6	0.730961349427029	7	107	2	1	1
ENSG00000165449	solute carrier family 16, member 9 [Source:HGNC Symbol;Acc:23520]	protein_coding	SLC16A9	10	61410523	61495760	-1	5070	24	14	0.0390429038816148	9	107	3	1	2
ENSG00000165458	inositol polyphosphate phosphatase-like 1 [Source:HGNC Symbol;Acc:6080]	protein_coding	INPPL1	11	71934745	71950149	1	27349	67	29	0.841229764060927	32	107	4	3	3
ENSG00000165462	paired-like homeobox 2a [Source:HGNC Symbol;Acc:691]	protein_coding	PHOX2A	11	71950121	71956708	-1	15003	49	24	0.269901292434623	21	107	2	2	1
ENSG00000165476	receptor accessory protein 3 [Source:HGNC Symbol;Acc:23711]	protein_coding	REEP3	10	65281123	65384883	1	6818	4	4	0.998343955655573	11	107	2	2	1
ENSG00000165501	leucine rich repeat protein 1 [Source:HGNC Symbol;Acc:19742]	protein_coding	LRR1	14	50065415	50081390	1	10612	11	8	0.997602324032706	16	107	2	2	0
ENSG00000165512	zinc finger protein 22 [Source:HGNC Symbol;Acc:13012]	protein_coding	ZNF22	10	45495923	45500774	1	3379	4	3	0.947972985381006	6	107	1	1	1
ENSG00000165527	ADP-ribosylation factor 6 [Source:HGNC Symbol;Acc:659]	protein_coding	ARF6	14	50359810	50361490	1	7105	21	17	0.0548767872995095	12	107	2	2	0
ENSG00000165568	aldo-keto reductase family 1, member E2 [Source:HGNC Symbol;Acc:23437]	protein_coding	AKR1E2	10	4828821	4890254	1	4634	9	8	0.552106663113444	8	107	3	1	3
ENSG00000165621	oxoglutarate (alpha-ketoglutarate) receptor 1 [Source:HGNC Symbol;Acc:4531]	protein_coding	OXGR1	13	97637973	97646984	-1	3441	18	14	0.00182870949822744	6	107	3	1	2
ENSG00000165626	BEN domain containing 7 [Source:HGNC Symbol;Acc:23514]	protein_coding	BEND7	10	13480484	13570974	-1	22039	55	31	0.267348739536631	28	107	11	5	6
ENSG00000165644	catechol-O-methyltransferase domain containing 1 [Source:HGNC Symbol;Acc:26309]	protein_coding	COMTD1	10	76993727	76995788	-1	6945	13	9	0.835920781122261	11	107	1	1	1
ENSG00000165655	zinc finger protein 503 [Source:HGNC Symbol;Acc:23589]	protein_coding	ZNF503	10	77157588	77161664	-1	31933	47	28	0.981700627191817	36	107	4	4	1
ENSG00000165671	nuclear receptor binding SET domain protein 1 [Source:HGNC Symbol;Acc:14234]	protein_coding	NSD1	5	176560026	176727216	1	7843	17	14	0.378723905236924	13	107	3	1	3
ENSG00000165684	small nuclear RNA activating complex, polypeptide 4, 190kDa [Source:HGNC Symbol;Acc:11137]	protein_coding	SNAPC4	9	139270029	139293249	-1	11133	22	14	0.843106466409988	17	107	3	2	1
ENSG00000165688	peptidase (mitochondrial processing) alpha [Source:HGNC Symbol;Acc:18667]	protein_coding	PMPCA	9	139305110	139318213	1	5292	13	11	0.274519288379682	9	107	3	1	2
ENSG00000165689	serologically defined colon cancer antigen 3 [Source:HGNC Symbol;Acc:10667]	protein_coding	SDCCAG3	9	139296377	139305061	-1	7275	16	14	0.283296540107512	12	107	4	1	3
ENSG00000165716	family with sequence similarity 69, member B [Source:HGNC Symbol;Acc:28290]	protein_coding	FAM69B	9	139607022	139618502	1	4528	6	6	0.813464881757732	8	107	1	1	0
ENSG00000165724	zinc finger, MYND-type containing 19 [Source:HGNC Symbol;Acc:21146]	protein_coding	ZMYND19	9	140476531	140484942	-1	3790	2	2	0.993244651280373	6	107	2	1	1
ENSG00000165730	storkhead box 1 [Source:HGNC Symbol;Acc:23508]	protein_coding	STOX1	10	70587298	70655188	1	1715	2	2	0.829871576168368	3	107	1	1	1
ENSG00000165757	KIAA1462 [Source:HGNC Symbol;Acc:29283]	protein_coding	KIAA1462	10	30301729	30404423	-1	6780	14	11	0.574886129393016	11	107	3	1	2
ENSG00000165795	NDRG family member 2 [Source:HGNC Symbol;Acc:14460]	protein_coding	NDRG2	14	21484922	21539031	-1	9809	19	15	0.580366997341358	15	107	1	1	1
ENSG00000165801	Rho guanine nucleotide exchange factor (GEF) 40 [Source:HGNC Symbol;Acc:25516]	protein_coding	ARHGEF40	14	21538429	21558399	1	15018	23	17	0.912589265357841	21	107	5	2	3
ENSG00000165802	NMDA receptor synaptonuclear signaling and neuronal migration factor [Source:HGNC Symbol;Acc:29843]	protein_coding	NSMF	9	140342022	140353786	-1	18625	37	24	0.650681685280013	25	107	3	2	2
ENSG00000165804	zinc finger protein 219 [Source:HGNC Symbol;Acc:13011]	protein_coding	ZNF219	14	21558205	21572881	-1	12907	15	12	0.987351464338812	19	107	3	2	1
ENSG00000165806	caspase 7, apoptosis-related cysteine peptidase [Source:HGNC Symbol;Acc:1508]	protein_coding	CASP7	10	115438942	115490662	1	5668	5	4	0.991890147615362	9	107	3	1	3
ENSG00000165807	protein phosphatase 1, regulatory subunit 36 [Source:HGNC Symbol;Acc:20097]	protein_coding	PPP1R36	14	65016620	65056098	1	20213	21	14	0.999849926419776	26	107	3	1	2
ENSG00000165813	chromosome 10 open reading frame 118 [Source:HGNC Symbol;Acc:24349]	protein_coding	C10orf118	10	115880621	115933979	-1	7101	9	9	0.85326395982051	12	107	4	1	3
ENSG00000165816	von Willebrand factor A domain containing 2 [Source:HGNC Symbol;Acc:24709]	protein_coding	VWA2	10	115999018	116051272	1	8225	24	19	0.0473970970667279	13	107	2	2	0
ENSG00000165821	spalt-like transcription factor 2 [Source:HGNC Symbol;Acc:10526]	protein_coding	SALL2	14	21989232	22005350	-1	4900	5	5	0.938695951027782	8	107	2	1	2
ENSG00000165886	ubiquitin domain containing 1 [Source:HGNC Symbol;Acc:25683]	protein_coding	UBTD1	10	99258625	99330966	1	36476	51	32	0.963971554200439	39	107	5	4	1
ENSG00000165887	ankyrin repeat domain 2 (stretch responsive muscle) [Source:HGNC Symbol;Acc:495]	protein_coding	ANKRD2	10	99332198	99343641	1	15132	24	18	0.864282728215718	21	107	2	2	1
ENSG00000165891	E2F transcription factor 7 [Source:HGNC Symbol;Acc:23820]	protein_coding	E2F7	12	77415027	77459360	-1	6450	11	10	0.647091879269488	11	107	5	1	4
ENSG00000165895	Rho GTPase activating protein 42 [Source:HGNC Symbol;Acc:26545]	protein_coding	ARHGAP42	11	100558384	100862668	1	11313	11	9	0.996634551791551	17	107	5	1	4
ENSG00000165923	ATP/GTP binding protein-like 2 [Source:HGNC Symbol;Acc:26296]	protein_coding	AGBL2	11	47681143	47736941	-1	10211	15	14	0.748221277068213	16	107	8	1	7
ENSG00000165929	tandem C2 domains, nuclear [Source:HGNC Symbol;Acc:19859]	protein_coding	TC2N	14	92246095	92333880	-1	14783	68	36	7.55646166524793e-05	21	107	4	1	3
ENSG00000165934	cleavage and polyadenylation specific factor 2, 100kDa [Source:HGNC Symbol;Acc:2325]	protein_coding	CPSF2	14	92588281	92630755	1	5437	7	6	0.918992833864263	9	107	3	1	3
ENSG00000165949	interferon, alpha-inducible protein 27 [Source:HGNC Symbol;Acc:5397]	protein_coding	IFI27	14	94571182	94583033	1	14212	14	13	0.989955513563719	20	107	3	2	3
ENSG00000165959	calmin (calponin-like, transmembrane) [Source:HGNC Symbol;Acc:19972]	protein_coding	CLMN	14	95648277	95786243	-1	33435	44	29	0.98139131450119	37	107	8	5	4
ENSG00000165983	phosphotriesterase related [Source:HGNC Symbol;Acc:9590]	protein_coding	PTER	10	16478942	16555736	1	6803	5	5	0.993545891196338	11	107	1	1	1
ENSG00000165985	complement component 1, q subcomponent-like 3 [Source:HGNC Symbol;Acc:19359]	protein_coding	C1QL3	10	16555742	16564004	-1	6503	5	5	0.990610539415821	11	107	1	1	0
ENSG00000166002	single-pass membrane protein with coiled-coil domains 4 [Source:HGNC Symbol;Acc:24810]	protein_coding	SMCO4	11	93211638	93276674	-1	4811	7	6	0.854371043054797	8	107	2	1	1
ENSG00000166004	KIAA1731 [Source:HGNC Symbol;Acc:29366]	protein_coding	KIAA1731	11	93394805	93463522	1	5287	8	6	0.906345989195698	9	107	3	1	3
ENSG00000166012	TATA box binding protein (TBP)-associated factor, RNA polymerase I, D, 41kDa [Source:HGNC Symbol;Acc:28759]	protein_coding	TAF1D	11	93463114	93517557	-1	7288	5	4	0.999152848750767	12	107	5	1	4
ENSG00000166016	ankyrin repeat and BTB (POZ) domain containing 2 [Source:HGNC Symbol;Acc:23842]	protein_coding	ABTB2	11	34172535	34379555	-1	6122	6	6	0.959551760603859	10	107	3	1	2
ENSG00000166025	angiomotin like 1 [Source:HGNC Symbol;Acc:17811]	protein_coding	AMOTL1	11	94439597	94609918	1	6389	7	6	0.969538818761478	10	107	4	1	4
ENSG00000166073	G protein-coupled receptor 176 [Source:HGNC Symbol;Acc:32370]	protein_coding	GPR176	15	40091233	40213093	-1	5164	13	9	0.523035894282748	9	107	3	1	2
ENSG00000166123	glutamic pyruvate transaminase (alanine aminotransferase) 2 [Source:HGNC Symbol;Acc:18062]	protein_coding	GPT2	16	46918290	46965209	1	12138	23	20	0.33613313409145	18	107	4	2	3
ENSG00000166133	RNA pseudouridylate synthase domain containing 2 [Source:HGNC Symbol;Acc:24180]	protein_coding	RPUSD2	15	40861499	40866659	1	3109	7	7	0.308678720740336	5	107	2	1	1
ENSG00000166140	zinc finger, FYVE domain containing 19 [Source:HGNC Symbol;Acc:20758]	protein_coding	ZFYVE19	15	41099284	41106767	1	4276	6	5	0.881897322560221	7	107	1	1	2
ENSG00000166143	protein phosphatase 1, regulatory (inhibitor) subunit 14D [Source:HGNC Symbol;Acc:14953]	protein_coding	PPP1R14D	15	41107650	41120907	-1	55143	108	43	0.927004086246678	48	107	8	7	1
ENSG00000166164	bromodomain containing 7 [Source:HGNC Symbol;Acc:14310]	protein_coding	BRD7	16	50347398	50402845	-1	5164	11	8	0.670325480581515	9	107	4	1	3
ENSG00000166192	SUMO/sentrin specific peptidase family member 8 [Source:HGNC Symbol;Acc:22992]	protein_coding	SENP8	15	72406599	72433311	1	6566	12	8	0.878877519823873	11	107	4	1	3
ENSG00000166224	sphingosine-1-phosphate lyase 1 [Source:HGNC Symbol;Acc:10817]	protein_coding	SGPL1	10	72575717	72640930	1	5876	14	11	0.392119825876569	10	107	3	1	2
ENSG00000166261	zinc finger protein 202 [Source:HGNC Symbol;Acc:12994]	protein_coding	ZNF202	11	123594885	123612383	-1	4722	13	12	0.0974440290335352	8	107	3	1	2
ENSG00000166289	pleckstrin homology domain containing, family F (with FYVE domain) member 1 [Source:HGNC Symbol;Acc:20764]	protein_coding	PLEKHF1	19	30155963	30166364	1	8752	21	14	0.534974792053634	14	107	3	2	1
ENSG00000166317	synaptopodin 2-like [Source:HGNC Symbol;Acc:23532]	protein_coding	SYNPO2L	10	75404639	75423561	-1	4857	3	3	0.993602818447902	8	107	3	1	2
ENSG00000166326	tripartite motif containing 44 [Source:HGNC Symbol;Acc:19016]	protein_coding	TRIM44	11	35684353	35829775	1	3208	5	5	0.684533680940145	6	107	1	1	1
ENSG00000166348	ubiquitin specific peptidase 54 [Source:HGNC Symbol;Acc:23513]	protein_coding	USP54	10	75257296	75385711	-1	35493	28	18	0.999999966165728	38	107	8	3	7
ENSG00000166359	WD repeat domain 88 [Source:HGNC Symbol;Acc:26999]	protein_coding	WDR88	19	33622996	33666701	1	9365	22	21	0.0395091289330659	15	107	4	3	1
ENSG00000166387	PTPRF interacting protein, binding protein 2 (liprin beta 2) [Source:HGNC Symbol;Acc:9250]	protein_coding	PPFIBP2	11	7534529	7678358	1	25380	49	31	0.538583719017409	31	107	14	2	14
ENSG00000166391	monoacylglycerol O-acyltransferase 2 [Source:HGNC Symbol;Acc:23248]	protein_coding	MOGAT2	11	75428864	75444003	1	16219	43	27	0.144722608892756	23	107	4	2	2
ENSG00000166394	cytochrome b5 reductase 2 [Source:HGNC Symbol;Acc:24376]	protein_coding	CYB5R2	11	7686331	7698453	-1	9312	12	8	0.990432965427978	15	107	2	1	3
ENSG00000166411	isocitrate dehydrogenase 3 (NAD+) alpha [Source:HGNC Symbol;Acc:5384]	protein_coding	IDH3A	15	78423840	78464291	1	10455	17	15	0.673616362410225	16	107	6	2	4
ENSG00000166444	suppression of tumorigenicity 5 [Source:HGNC Symbol;Acc:11350]	protein_coding	ST5	11	8714898	8932498	-1	15785	16	13	0.997290500301555	22	107	9	1	8
ENSG00000166451	centromere protein N [Source:HGNC Symbol;Acc:30873]	protein_coding	CENPN	16	81040103	81066719	1	4344	5	5	0.889762371910943	7	107	3	1	2
ENSG00000166454	ATM interactor [Source:HGNC Symbol;Acc:29034]	protein_coding	ATMIN	16	81069452	81080963	1	3458	7	6	0.578690806380992	6	107	2	1	2
ENSG00000166477	Leo1, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:30401]	protein_coding	LEO1	15	52230222	52264003	-1	19495	22	17	0.99468638071806	26	107	4	3	1
ENSG00000166483	WEE1 G2 checkpoint kinase [Source:HGNC Symbol;Acc:12761]	protein_coding	WEE1	11	9595228	9615004	1	11507	15	14	0.872674368937033	17	107	6	2	4
ENSG00000166508	minichromosome maintenance complex component 7 [Source:HGNC Symbol;Acc:6950]	protein_coding	MCM7	7	99690351	99699563	-1	9476	21	15	0.528321540237307	15	107	4	2	2
ENSG00000166510	coiled-coil domain containing 68 [Source:HGNC Symbol;Acc:24350]	protein_coding	CCDC68	18	52568740	52626739	-1	13938	97	44	8.56769877266572e-10	20	107	6	2	4
ENSG00000166526	zinc finger protein 3 [Source:HGNC Symbol;Acc:13089]	protein_coding	ZNF3	7	99661656	99680171	-1	16832	23	14	0.997119737680842	23	107	4	3	1
ENSG00000166529	zinc finger and SCAN domain containing 21 [Source:HGNC Symbol;Acc:13104]	protein_coding	ZSCAN21	7	99647390	99662661	1	5131	14	10	0.369787116020837	9	107	3	1	2
ENSG00000166578	IQ motif containing D [Source:HGNC Symbol;Acc:25168]	protein_coding	IQCD	12	113633246	113658899	-1	8323	5	4	0.999812867945981	13	107	2	2	0
ENSG00000166582	centromere protein V [Source:HGNC Symbol;Acc:29920]	protein_coding	CENPV	17	16245848	16256970	-1	9254	10	10	0.946504225093034	14	107	3	1	2
ENSG00000166596	WD repeat domain 16 [Source:HGNC Symbol;Acc:16053]	protein_coding	WDR16	17	9479944	9546776	1	9467	18	17	0.293544099270583	15	107	6	1	5
ENSG00000166598	heat shock protein 90kDa beta (Grp94), member 1 [Source:HGNC Symbol;Acc:12028]	protein_coding	HSP90B1	12	104323885	104347423	1	4900	10	10	0.31946595982014	8	107	3	1	2
ENSG00000166676	trans-golgi network vesicle protein 23 homolog A (S. cerevisiae) [Source:HGNC Symbol;Acc:20398]	protein_coding	TVP23A	16	10854776	10912651	-1	12719	33	24	0.0903722775789537	19	107	4	1	3
ENSG00000166681	nerve growth factor receptor (TNFRSF16) associated protein 1 [Source:HGNC Symbol;Acc:13388]	protein_coding	NGFRAP1	X	102631268	102633005	1	2851	4	4	0.762225882736179	5	107	2	1	1
ENSG00000166682	transmembrane protease, serine 5 [Source:HGNC Symbol;Acc:14908]	protein_coding	TMPRSS5	11	113558272	113577095	-1	6752	17	12	0.433670898843195	11	107	5	1	4
ENSG00000166685	component of oligomeric golgi complex 1 [Source:HGNC Symbol;Acc:6545]	protein_coding	COG1	17	71189129	71204646	1	7839	11	10	0.847532382829531	13	107	3	2	2
ENSG00000166689	pleckstrin homology domain containing, family A member 7 [Source:HGNC Symbol;Acc:27049]	protein_coding	PLEKHA7	11	16799842	17035990	-1	31454	81	37	0.392631536780538	35	107	12	2	10
ENSG00000166704	zinc finger protein 606 [Source:HGNC Symbol;Acc:25879]	protein_coding	ZNF606	19	58488421	58514717	-1	17764	39	29	0.123727464207451	24	107	8	4	5
ENSG00000166707	zinc finger, CCHC domain containing 18 [Source:HGNC Symbol;Acc:32459]	protein_coding	ZCCHC18	X	103356822	103360533	1	2396	2	2	0.93798166386089	4	107	1	1	1
ENSG00000166716	zinc finger protein 592 [Source:HGNC Symbol;Acc:28986]	protein_coding	ZNF592	15	85291866	85349659	1	16870	22	18	0.944067801986904	23	107	4	2	2
ENSG00000166734	cancer susceptibility candidate 4 [Source:HGNC Symbol;Acc:24892]	protein_coding	CASC4	15	44580927	44707956	1	10581	16	12	0.925738180513678	16	107	7	1	6
ENSG00000166736	5-hydroxytryptamine (serotonin) receptor 3A, ionotropic [Source:HGNC Symbol;Acc:5297]	protein_coding	HTR3A	11	113845603	113861035	1	7408	33	23	0.000649353345355208	12	107	4	2	3
ENSG00000166750	schlafen family member 5 [Source:HGNC Symbol;Acc:28286]	protein_coding	SLFN5	17	33570055	33600674	1	8292	13	13	0.584247101484778	13	107	2	1	1
ENSG00000166801	family with sequence similarity 111, member A [Source:HGNC Symbol;Acc:24725]	protein_coding	FAM111A	11	58910221	58922512	1	22121	18	14	0.999974907974272	28	107	4	3	2
ENSG00000166803	KIAA0101 [Source:HGNC Symbol;Acc:28961]	protein_coding	KIAA0101	15	64657193	64679886	-1	9103	10	9	0.97141956215029	14	107	4	3	1
ENSG00000166813	kinesin family member 7 [Source:HGNC Symbol;Acc:30497]	protein_coding	KIF7	15	90152020	90198682	-1	2202	4	4	0.570258052105206	4	107	2	0	2
ENSG00000166816	lactate dehydrogenase D [Source:HGNC Symbol;Acc:19708]	protein_coding	LDHD	16	75145758	75150669	-1	4309	4	4	0.95336033692339	7	107	2	1	2
ENSG00000166821	peroxisomal biogenesis factor 11 alpha [Source:HGNC Symbol;Acc:8852]	protein_coding	PEX11A	15	90220995	90234014	-1	8796	18	16	0.302343817478408	14	107	4	1	3
ENSG00000166822	transmembrane protein 170A [Source:HGNC Symbol;Acc:29577]	protein_coding	TMEM170A	16	75476952	75499395	-1	8946	10	10	0.931843158717673	14	107	5	2	3
ENSG00000166823	mesoderm posterior 1 homolog (mouse) [Source:HGNC Symbol;Acc:29658]	protein_coding	MESP1	15	90291892	90294541	-1	6109	13	12	0.310051576896856	10	107	1	1	2
ENSG00000166831	RNA binding protein with multiple splicing 2 [Source:HGNC Symbol;Acc:19098]	protein_coding	RBPMS2	15	65032091	65067786	-1	4375	9	8	0.488374127794501	7	107	2	1	1
ENSG00000166851	polo-like kinase 1 [Source:HGNC Symbol;Acc:9077]	protein_coding	PLK1	16	23688977	23701688	1	10587	18	14	0.790837470747852	16	107	6	2	4
ENSG00000166896	XRCC6 binding protein 1 [Source:HGNC Symbol;Acc:29452]	protein_coding	XRCC6BP1	12	58335324	58351052	1	7761	59	31	8.69204562770065e-08	12	107	2	1	1
ENSG00000166902	mitochondrial ribosomal protein L16 [Source:HGNC Symbol;Acc:14476]	protein_coding	MRPL16	11	59573608	59578345	-1	2743	4	4	0.735733776962279	5	107	1	1	0
ENSG00000166920	chromosome 15 open reading frame 48 [Source:HGNC Symbol;Acc:29898]	protein_coding	C15orf48	15	45722727	45740959	1	12706	21	19	0.522079358682811	19	107	4	3	1
ENSG00000166924	neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adaptor 1 [Source:HGNC Symbol;Acc:22009]	protein_coding	NYAP1	7	100081550	100092422	1	8023	18	12	0.664348800272018	13	107	4	1	3
ENSG00000166925	TSC22 domain family, member 4 [Source:HGNC Symbol;Acc:21696]	protein_coding	TSC22D4	7	100060982	100076902	-1	23613	47	28	0.690991684849224	29	107	6	4	2
ENSG00000166946	cyclin D-type binding-protein 1 [Source:HGNC Symbol;Acc:1587]	protein_coding	CCNDBP1	15	43477316	43487396	1	10257	17	16	0.52769641275027	16	107	2	2	1
ENSG00000166965	RCC1 domain containing 1 [Source:HGNC Symbol;Acc:30457]	protein_coding	RCCD1	15	91498100	91506349	1	5290	5	4	0.98659132348172	9	107	1	1	1
ENSG00000166974	microtubule-associated protein, RP/EB family, member 2 [Source:HGNC Symbol;Acc:6891]	protein_coding	MAPRE2	18	32556892	32723434	1	5928	10	8	0.802917911826134	10	107	2	1	3
ENSG00000166979	eva-1 homolog C (C. elegans) [Source:HGNC Symbol;Acc:13239]	protein_coding	EVA1C	21	33784314	33887707	1	62270	90	47	0.884769649563512	51	107	7	7	2
ENSG00000167065	dual specificity phosphatase 18 [Source:HGNC Symbol;Acc:18484]	protein_coding	DUSP18	22	31048038	31063877	-1	12036	16	14	0.906695269689494	18	107	6	2	4
ENSG00000167094	tetratricopeptide repeat domain 16 [Source:HGNC Symbol;Acc:26536]	protein_coding	TTC16	9	130478345	130493879	1	10904	20	15	0.73089481985511	17	107	2	2	2
ENSG00000167100	sterile alpha motif domain containing 14 [Source:HGNC Symbol;Acc:27312]	protein_coding	SAMD14	17	48187404	48207246	-1	5731	16	12	0.241906001645047	10	107	5	0	5
ENSG00000167105	transmembrane protein 92 [Source:HGNC Symbol;Acc:26579]	protein_coding	TMEM92	17	48348767	48358844	1	17866	62	36	0.00183956900176785	24	107	2	2	2
ENSG00000167107	acyl-CoA synthetase family member 2 [Source:HGNC Symbol;Acc:26101]	protein_coding	ACSF2	17	48503519	48552206	1	39215	116	46	0.104449521171284	40	107	10	4	6
ENSG00000167110	golgin A2 [Source:HGNC Symbol;Acc:4425]	protein_coding	GOLGA2	9	131018108	131038274	-1	17003	18	15	0.993880927183927	23	107	8	3	5
ENSG00000167112	TruB pseudouridine (psi) synthase family member 2 [Source:HGNC Symbol;Acc:17170]	protein_coding	TRUB2	9	131071382	131085021	-1	14389	14	11	0.998711632396285	21	107	5	4	1
ENSG00000167123	cerebral endothelial cell adhesion molecule [Source:HGNC Symbol;Acc:23723]	protein_coding	CERCAM	9	131174030	131199626	1	7752	10	9	0.910369855053263	12	107	4	1	4
